id,x,y
633,6666.0,1554.0
634,6558.0,1553.0
635,6567.0,1553.0
636,6610.0,1553.0
637,6652.0,1552.0
638,6563.0,1552.0
639,6558.0,1551.0
640,6601.0,1550.0
641,6601.0,1550.0
642,6531.0,1549.0
643,6763.0,1549.0
644,6776.0,1549.0
645,6310.0,1548.0
646,6599.0,1548.0
647,6569.0,1547.0
648,6530.0,1547.0
649,6684.0,1546.0
650,6778.0,1546.0
651,6572.0,1545.0
652,6570.0,1544.0
653,6594.0,1544.0
654,6826.0,1544.0
655,6685.0,1543.0
656,6567.0,1543.0
657,6640.0,1542.0
658,6685.0,1542.0
659,6696.0,1542.0
660,6564.0,1541.0
661,6686.0,1541.0
662,6592.0,1541.0
663,6579.0,1540.0
664,6691.0,1539.0
665,6688.0,1539.0
666,6427.0,1538.0
667,6687.0,1538.0
668,6582.0,1538.0
669,6589.0,1536.0
670,6566.0,1535.0
671,6535.0,1534.0
672,6696.0,1534.0
673,6682.0,1534.0
674,6682.0,1534.0
675,6538.0,1533.0
676,6569.0,1531.0
677,6634.0,1531.0
678,6565.0,1530.0
679,6544.0,1529.0
680,6356.0,1529.0
681,6566.0,1529.0
682,6358.0,1528.0
683,6437.0,1528.0
684,6570.0,1528.0
685,6567.0,1527.0
686,6532.0,1527.0
687,6528.0,1525.0
688,6619.0,1525.0
689,6558.0,1525.0
690,6527.0,1524.0
691,6307.0,1524.0
692,6594.0,1524.0
693,6595.0,1523.0
694,6629.0,1523.0
695,6527.0,1523.0
696,6570.0,1522.0
697,6568.0,1521.0
698,6525.0,1521.0
699,6671.0,1519.0
700,6794.0,1519.0
701,6749.0,1518.0
702,6794.0,1517.0
703,6748.0,1517.0
704,6767.0,1517.0
705,6647.0,1517.0
706,6794.0,1517.0
707,6423.0,1516.0
708,6379.0,1516.0
709,6641.0,1515.0
710,6703.0,1514.0
711,6642.0,1514.0
712,6433.0,1513.0
713,6642.0,1513.0
714,6517.0,1513.0
715,6387.0,1512.0
716,6627.0,1512.0
717,6428.0,1512.0
718,6643.0,1511.0
719,6669.0,1511.0
720,6424.0,1511.0
721,6734.0,1511.0
722,6734.0,1511.0
723,6428.0,1509.0
724,6342.0,1509.0
725,6509.0,1507.0
726,6737.0,1507.0
727,6414.0,1507.0
728,6417.0,1505.0
729,6564.0,1505.0
730,6429.0,1505.0
731,6432.0,1505.0
732,6507.0,1504.0
733,6621.0,1504.0
734,6565.0,1503.0
735,6447.0,1503.0
736,6748.0,1503.0
737,6619.0,1503.0
738,6313.0,1503.0
739,6650.0,1502.0
740,6503.0,1501.0
741,6440.0,1501.0
742,6650.0,1501.0
743,6568.0,1501.0
744,6503.0,1501.0
745,6835.0,1500.0
746,6570.0,1499.0
747,6434.0,1499.0
748,6749.0,1498.0
749,6434.0,1498.0
750,6441.0,1497.0
751,6449.0,1497.0
752,6429.0,1497.0
753,6652.0,1497.0
754,6602.0,1497.0
755,6456.0,1496.0
756,6453.0,1496.0
757,6497.0,1496.0
758,6654.0,1496.0
759,6809.0,1495.0
760,6570.0,1495.0
761,6654.0,1494.0
762,6563.0,1494.0
763,6462.0,1494.0
764,6450.0,1493.0
765,6461.0,1493.0
766,6457.0,1493.0
767,6441.0,1493.0
768,6462.0,1493.0
769,6436.0,1493.0
770,6441.0,1492.0
771,6662.0,1492.0
772,6438.0,1492.0
773,6437.0,1492.0
774,6434.0,1492.0
775,6808.0,1491.0
776,6423.0,1491.0
777,6662.0,1490.0
778,6575.0,1490.0
779,6816.0,1490.0
780,6821.0,1489.0
781,6765.0,1489.0
782,6441.0,1489.0
783,6663.0,1488.0
784,6661.0,1488.0
785,6575.0,1488.0
786,6662.0,1487.0
787,6444.0,1487.0
788,6332.0,1486.0
789,6332.0,1486.0
790,6437.0,1485.0
791,6668.0,1484.0
792,6671.0,1484.0
793,6675.0,1484.0
794,6781.0,1484.0
795,6784.0,1483.0
796,6816.0,1483.0
797,6817.0,1482.0
798,6785.0,1482.0
799,6778.0,1482.0
800,6745.0,1481.0
801,6684.0,1481.0
802,6662.0,1481.0
803,6666.0,1481.0
804,6577.0,1481.0
805,6704.0,1481.0
806,6575.0,1481.0
807,6776.0,1480.0
808,6555.0,1479.0
809,6663.0,1477.0
810,6792.0,1476.0
811,6579.0,1475.0
812,6575.0,1475.0
813,6696.0,1475.0
814,6315.0,1474.0
815,6549.0,1474.0
816,6546.0,1474.0
817,6549.0,1473.0
818,6311.0,1472.0
819,6746.0,1472.0
820,6301.0,1471.0
821,6603.0,1471.0
822,6339.0,1470.0
823,6744.0,1470.0
824,6507.0,1468.0
825,6477.0,1468.0
826,6402.0,1466.0
827,6397.0,1466.0
828,6425.0,1464.0
829,6308.0,1462.0
830,6496.0,1462.0
831,6395.0,1461.0
832,6694.0,1461.0
833,6504.0,1459.0
834,6723.0,1458.0
835,6704.0,1457.0
836,6509.0,1457.0
837,6576.0,1456.0
838,6706.0,1455.0
839,6616.0,1455.0
840,6502.0,1455.0
841,6507.0,1454.0
842,6505.0,1454.0
843,6508.0,1454.0
844,6512.0,1453.0
845,6509.0,1453.0
846,6713.0,1453.0
847,6710.0,1452.0
848,6499.0,1449.0
849,6713.0,1448.0
850,6809.0,1448.0
851,6600.0,1448.0
852,6705.0,1447.0
853,6704.0,1447.0
854,6724.0,1446.0
855,6809.0,1446.0
856,6596.0,1446.0
857,6459.0,1444.0
858,6667.0,1444.0
859,6597.0,1444.0
860,6728.0,1444.0
861,6711.0,1443.0
862,6808.0,1443.0
863,6494.0,1443.0
864,6590.0,1443.0
865,6846.0,1441.0
866,6372.0,1441.0
867,6689.0,1440.0
868,6689.0,1440.0
869,6845.0,1438.0
870,6847.0,1438.0
871,6831.0,1438.0
872,6846.0,1437.0
873,6744.0,1436.0
874,6378.0,1436.0
875,6596.0,1436.0
876,6378.0,1436.0
877,6540.0,1435.0
878,6553.0,1435.0
879,6380.0,1435.0
880,6512.0,1435.0
881,6587.0,1434.0
882,6488.0,1434.0
883,6746.0,1434.0
884,6776.0,1432.0
885,6575.0,1432.0
886,6391.0,1432.0
887,6544.0,1431.0
888,6849.0,1431.0
889,6529.0,1430.0
890,6562.0,1429.0
891,6839.0,1429.0
892,6605.0,1429.0
893,6630.0,1428.0
894,6764.0,1428.0
895,6605.0,1428.0
896,6607.0,1428.0
897,6554.0,1427.0
898,6845.0,1426.0
899,6797.0,1425.0
900,6614.0,1423.0
901,6553.0,1423.0
902,6714.0,1421.0
903,6688.0,1421.0
904,6665.0,1421.0
905,6511.0,1421.0
906,6839.0,1419.0
907,6830.0,1419.0
908,6804.0,1419.0
909,6829.0,1418.0
910,6776.0,1418.0
911,6807.0,1418.0
912,6807.0,1418.0
913,6342.0,1418.0
914,6808.0,1418.0
915,6778.0,1417.0
916,6780.0,1417.0
917,6828.0,1417.0
918,6810.0,1417.0
919,6790.0,1416.0
920,6781.0,1416.0
921,6621.0,1414.0
922,6709.0,1413.0
923,6623.0,1413.0
924,6621.0,1413.0
925,6614.0,1412.0
926,6429.0,1412.0
927,6824.0,1412.0
928,6814.0,1412.0
929,6428.0,1411.0
930,6429.0,1411.0
931,6339.0,1410.0
932,6828.0,1410.0
933,6450.0,1409.0
934,6793.0,1408.0
935,6494.0,1407.0
936,6794.0,1407.0
937,6795.0,1407.0
938,6794.0,1407.0
939,6821.0,1407.0
940,6815.0,1405.0
941,6544.0,1405.0
942,6572.0,1404.0
943,6813.0,1403.0
944,6634.0,1402.0
945,6632.0,1402.0
946,6812.0,1402.0
947,6696.0,1402.0
948,6817.0,1402.0
949,6817.0,1402.0
950,6814.0,1401.0
951,6481.0,1401.0
952,6807.0,1401.0
953,6795.0,1400.0
954,6826.0,1400.0
955,6814.0,1400.0
956,6477.0,1400.0
957,6814.0,1399.0
958,6814.0,1398.0
959,6477.0,1397.0
960,6808.0,1397.0
961,6795.0,1396.0
962,6795.0,1396.0
963,6790.0,1395.0
964,6785.0,1394.0
965,6820.0,1391.0
966,6814.0,1391.0
967,6326.0,1391.0
968,6753.0,1391.0
969,6748.0,1391.0
970,6792.0,1390.0
971,6716.0,1390.0
972,6715.0,1389.0
973,6716.0,1389.0
974,6764.0,1389.0
975,6745.0,1389.0
976,6762.0,1387.0
977,6672.0,1387.0
978,6737.0,1387.0
979,6740.0,1387.0
980,6791.0,1387.0
981,6668.0,1386.0
982,6733.0,1386.0
983,6674.0,1385.0
984,6626.0,1385.0
985,6672.0,1385.0
986,6388.0,1384.0
987,6861.0,1384.0
988,6672.0,1384.0
989,6785.0,1383.0
990,6667.0,1383.0
991,6669.0,1383.0
992,6723.0,1383.0
993,6517.0,1383.0
994,6725.0,1383.0
995,6387.0,1382.0
996,6788.0,1382.0
997,6645.0,1382.0
998,6780.0,1382.0
999,6669.0,1381.0
1000,6307.0,1380.0
1001,6745.0,1380.0
1002,6786.0,1379.0
1003,6668.0,1379.0
1004,6746.0,1379.0
1005,6868.0,1378.0
1006,6412.0,1378.0
1007,6406.0,1378.0
1008,6409.0,1378.0
1009,6878.0,1378.0
1010,6397.0,1377.0
1011,6747.0,1377.0
1012,6626.0,1377.0
1013,6387.0,1377.0
1014,6390.0,1377.0
1015,6604.0,1377.0
1016,6634.0,1375.0
1017,6384.0,1375.0
1018,6872.0,1375.0
1019,6634.0,1375.0
1020,6307.0,1375.0
1021,6508.0,1374.0
1022,6382.0,1374.0
1023,6768.0,1374.0
1024,6634.0,1374.0
1025,6467.0,1374.0
1026,6393.0,1374.0
1027,6420.0,1373.0
1028,6409.0,1373.0
1029,6873.0,1372.0
1030,6724.0,1372.0
1031,6758.0,1372.0
1032,6879.0,1372.0
1033,6878.0,1372.0
1034,6843.0,1372.0
1035,6759.0,1372.0
1036,6554.0,1371.0
1037,6618.0,1371.0
1038,6778.0,1371.0
1039,6672.0,1371.0
1040,6618.0,1371.0
1041,6627.0,1371.0
1042,6516.0,1371.0
1043,6759.0,1370.0
1044,6855.0,1370.0
1045,6638.0,1370.0
1046,6627.0,1370.0
1047,6624.0,1370.0
1048,6349.0,1370.0
1049,6846.0,1369.0
1050,6844.0,1369.0
1051,6877.0,1369.0
1052,6638.0,1369.0
1053,6670.0,1369.0
1054,6441.0,1369.0
1055,6879.0,1369.0
1056,6291.0,1369.0
1057,6530.0,1368.0
1058,6358.0,1368.0
1059,6575.0,1368.0
1060,6723.0,1368.0
1061,6289.0,1368.0
1062,6668.0,1367.0
1063,6459.0,1367.0
1064,6313.0,1367.0
1065,6296.0,1367.0
1066,6362.0,1367.0
1067,6821.0,1366.0
1068,6763.0,1366.0
1069,6815.0,1366.0
1070,6470.0,1366.0
1071,6631.0,1366.0
1072,6623.0,1366.0
1073,6521.0,1365.0
1074,6531.0,1365.0
1075,6530.0,1365.0
1076,6532.0,1365.0
1077,6528.0,1365.0
1078,6618.0,1365.0
1079,6641.0,1365.0
1080,6803.0,1364.0
1081,6531.0,1364.0
1082,6681.0,1364.0
1083,6288.0,1364.0
1084,6759.0,1363.0
1085,6531.0,1363.0
1086,6871.0,1363.0
1087,6634.0,1363.0
1088,6665.0,1363.0
1089,6715.0,1362.0
1090,6664.0,1361.0
1091,6634.0,1361.0
1092,6817.0,1361.0
1093,6528.0,1361.0
1094,6762.0,1360.0
1095,6529.0,1360.0
1096,6533.0,1360.0
1097,6750.0,1359.0
1098,6650.0,1358.0
1099,6649.0,1357.0
1100,6518.0,1357.0
1101,6644.0,1357.0
1102,6669.0,1356.0
1103,6658.0,1356.0
1104,6703.0,1356.0
1105,6649.0,1356.0
1106,6653.0,1356.0
1107,6864.0,1355.0
1108,6649.0,1355.0
1109,6651.0,1355.0
1110,6649.0,1355.0
1111,6704.0,1355.0
1112,6872.0,1354.0
1113,6640.0,1354.0
1114,6644.0,1354.0
1115,6645.0,1354.0
1116,6681.0,1354.0
1117,6531.0,1354.0
1118,6696.0,1354.0
1119,6682.0,1354.0
1120,6653.0,1354.0
1121,6696.0,1354.0
1122,6649.0,1354.0
1123,6680.0,1354.0
1124,6687.0,1354.0
1125,6668.0,1353.0
1126,6687.0,1353.0
1127,6653.0,1351.0
1128,6650.0,1351.0
1129,6647.0,1351.0
1130,6689.0,1350.0
1131,6687.0,1350.0
1132,6666.0,1350.0
1133,6397.0,1349.0
1134,6681.0,1349.0
1135,6662.0,1348.0
1136,6646.0,1347.0
1137,6647.0,1347.0
1138,6663.0,1347.0
1139,6653.0,1347.0
1140,6652.0,1347.0
1141,6647.0,1345.0
1142,6697.0,1344.0
1143,6644.0,1344.0
1144,6394.0,1344.0
1145,6558.0,1344.0
1146,6328.0,1343.0
1147,6394.0,1343.0
1148,6849.0,1343.0
1149,6630.0,1342.0
1150,6849.0,1342.0
1151,6627.0,1341.0
